Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Middle East and North Africa,Pakistan,Meat,Offline,L,12/24/2011,171913564,1/30/2012,1899,421.89,364.69,801169.11,692546.31,108622.80
Middle East and North Africa,Tunisia ,Clothes,Offline,L,12/26/2016,534057700,1/25/2017,8396,109.28,35.84,917514.88,300912.64,616602.24
Asia,Brunei,Household,Offline,L,4/12/2013,185564935,5/10/2013,1643,668.27,502.54,1097967.61,825673.22,272294.39
Asia,Malaysia,Office Supplies,Online,H,2/20/2019,360859096,4/9/2019,5080,651.21,524.96,3308146.80,2666796.80,641350.00
Sub-Saharan Africa,Uganda,Baby Food,Offline,L,7/29/2011,114676511,8/21/2011,4183,255.28,159.42,1067836.24,666853.86,400982.38
Europe,Greece,Meat,Offline,L,3/21/2017,372066009,4/15/2017,1455,421.89,364.69,613849.95,530623.95,83226.00
Middle East and North Africa,Lebanon,Personal Care,Online,M,9/29/2010,778388917,11/5/2010,1433,81.73,56.67,117119.09,81208.11,35910.98
Central America and the Caribbean,The Bahamas,Cosmetics,Online,L,6/12/2016,149319064,7/13/2016,5684,437.20,263.33,2485044.80,1496767.72,988277.08
Europe,Portugal,Beverages,Online,H,5/8/2017,520842778,6/22/2017,7807,47.45,31.79,370442.15,248184.53,122257.62
Europe,Czech Republic,Meat,Online,C,1/10/2014,399258887,3/1/2014,8432,421.89,364.69,3557376.48,3075066.08,482310.40
Europe,Russia,Office Supplies,Online,C,3/29/2019,611178719,5/3/2019,220,651.21,524.96,143266.20,115491.20,27775.00
Central America and the Caribbean,El Salvador,Vegetables,Offline,H,7/11/2020,253526103,8/5/2020,2863,154.06,90.93,441073.78,260332.59,180741.19
Europe,Belarus,Vegetables,Online,L,8/14/2017,743537366,8/23/2017,8084,154.06,90.93,1245421.04,735078.12,510342.92
North America,Mexico,Cereal,Offline,C,2/7/2017,868761336,2/21/2017,4640,205.70,117.11,954448.00,543390.40,411057.60
Middle East and North Africa,Pakistan,Meat,Online,H,5/16/2016,837059342,6/15/2016,3316,421.89,364.69,1398987.24,1209312.04,189675.20
Central America and the Caribbean,Dominican Republic,Cereal,Online,M,9/4/2019,926605212,10/11/2019,1928,205.70,117.11,396589.60,225788.08,170801.52
Sub-Saharan Africa,Mali,Personal Care,Online,L,5/16/2011,135885274,6/9/2011,327,81.73,56.67,26725.71,18531.09,8194.62
Europe,Macedonia,Vegetables,Offline,L,10/2/2014,233698356,10/27/2014,5392,154.06,90.93,830691.52,490294.56,340396.96
Sub-Saharan Africa,Senegal,Baby Food,Online,M,11/4/2011,809155786,12/4/2011,6033,255.28,159.42,1540104.24,961780.86,578323.38
Australia and Oceania,Nauru,Household,Offline,L,11/24/2012,621681392,12/17/2012,8194,668.27,502.54,5475804.38,4117812.76,1357991.62
Europe,Macedonia,Beverages,Online,C,12/30/2018,751011502,2/17/2019,9848,47.45,31.79,467287.60,313067.92,154219.68
Europe,Greece,Personal Care,Online,L,8/30/2016,547194945,10/9/2016,5999,81.73,56.67,490298.27,339963.33,150334.94
Sub-Saharan Africa,Lesotho,Cosmetics,Offline,H,5/1/2015,780593049,6/13/2015,3685,437.20,263.33,1611082.00,970371.05,640710.95
Asia,Maldives,Vegetables,Offline,C,7/29/2020,491879642,9/11/2020,6971,154.06,90.93,1073952.26,633873.03,440079.23
Europe,United Kingdom,Office Supplies,Offline,M,2/6/2018,142041051,3/17/2018,1958,651.21,524.96,1275069.18,1027871.68,247197.50
Sub-Saharan Africa,Guinea-Bissau,Beverages,Online,M,2/22/2011,262376105,3/11/2011,1775,47.45,31.79,84223.75,56427.25,27796.50
Europe,Luxembourg,Cereal,Offline,C,2/23/2015,104496133,3/21/2015,1583,205.70,117.11,325623.10,185385.13,140237.97
Europe,Italy,Fruits,Online,H,4/27/2020,790324962,5/1/2020,3574,9.33,6.92,33345.42,24732.08,8613.34
Europe,Vatican City,Office Supplies,Online,M,5/18/2018,362098920,5/22/2018,1972,651.21,524.96,1284186.12,1035221.12,248965.00
Asia,Malaysia,Clothes,Online,H,7/29/2018,532366836,8/12/2018,8032,109.28,35.84,877736.96,287866.88,589870.08
Middle East and North Africa,Afghanistan,Cosmetics,Online,L,4/15/2010,833990037,5/23/2010,5040,437.20,263.33,2203488.00,1327183.20,876304.80
Europe,Albania,Household,Online,M,2/16/2011,870142352,3/3/2011,3313,668.27,502.54,2213978.51,1664915.02,549063.49
Sub-Saharan Africa,Nigeria,Baby Food,Offline,C,10/28/2018,764310109,10/29/2018,5201,255.28,159.42,1327711.28,829143.42,498567.86
Central America and the Caribbean,Saint Vincent and the Grenadines,Cereal,Online,H,7/26/2016,710292136,9/4/2016,82,205.70,117.11,16867.40,9603.02,7264.38
Europe,Latvia,Meat,Online,H,6/11/2010,522199761,7/16/2010,9369,421.89,364.69,3952687.41,3416780.61,535906.80
Middle East and North Africa,Afghanistan,Snacks,Online,L,5/20/2013,984456813,6/21/2013,1503,152.58,97.44,229327.74,146452.32,82875.42
Sub-Saharan Africa,Sierra Leone,Personal Care,Offline,L,6/9/2018,701799619,7/18/2018,6958,81.73,56.67,568677.34,394309.86,174367.48
Australia and Oceania,East Timor,Vegetables,Online,H,10/25/2014,149277007,10/25/2014,3239,154.06,90.93,499000.34,294522.27,204478.07
Central America and the Caribbean,The Bahamas,Vegetables,Offline,L,8/12/2014,322250306,9/7/2014,9882,154.06,90.93,1522420.92,898570.26,623850.66
Europe,Luxembourg,Beverages,Online,C,5/23/2015,486393344,6/5/2015,3454,47.45,31.79,163892.30,109802.66,54089.64
Asia,Cambodia,Fruits,Online,C,3/20/2016,427692449,4/12/2016,2555,9.33,6.92,23838.15,17680.60,6157.55
Europe,Belarus,Personal Care,Online,H,4/24/2012,902446448,4/28/2012,2813,81.73,56.67,229906.49,159412.71,70493.78
Asia,North Korea,Snacks,Offline,M,2/5/2011,487266671,2/24/2011,1891,152.58,97.44,288528.78,184259.04,104269.74
Europe,Slovakia,Cosmetics,Offline,M,2/24/2016,529076945,3/12/2016,4480,437.20,263.33,1958656.00,1179718.40,778937.60
Sub-Saharan Africa,Central African Republic,Fruits,Online,L,2/27/2011,195113599,3/12/2011,7305,9.33,6.92,68155.65,50550.60,17605.05
Middle East and North Africa,Egypt,Cereal,Online,M,10/2/2018,522925460,10/11/2018,4119,205.70,117.11,847278.30,482376.09,364902.21
Middle East and North Africa,Yemen,Vegetables,Online,C,4/13/2020,370373857,5/4/2020,710,154.06,90.93,109382.60,64560.30,44822.30
Sub-Saharan Africa,Ghana,Clothes,Offline,H,8/26/2014,465632617,8/27/2014,9894,109.28,35.84,1081216.32,354600.96,726615.36
Europe,Bulgaria,Clothes,Offline,C,12/13/2012,257188069,12/30/2012,6520,109.28,35.84,712505.60,233676.80,478828.80
Australia and Oceania,Nauru,Cereal,Online,L,9/29/2011,163839042,10/23/2011,2468,205.70,117.11,507667.60,289027.48,218640.12
Central America and the Caribbean,Jamaica,Baby Food,Online,M,10/13/2019,224696862,11/23/2019,1650,255.28,159.42,421212.00,263043.00,158169.00
Central America and the Caribbean,Trinidad and Tobago,Beverages,Online,C,8/4/2020,549185359,8/28/2020,5007,47.45,31.79,237582.15,159172.53,78409.62
Middle East and North Africa,United Arab Emirates,Cereal,Online,C,8/6/2020,867040860,9/18/2020,5513,205.70,117.11,1134024.10,645627.43,488396.67
Asia,North Korea,Snacks,Offline,H,9/2/2011,978312194,9/8/2011,3173,152.58,97.44,484136.34,309177.12,174959.22
Europe,Vatican City,Baby Food,Online,H,4/13/2019,303360688,5/19/2019,24,255.28,159.42,6126.72,3826.08,2300.64
Central America and the Caribbean,Belize,Beverages,Offline,H,8/1/2011,132860171,9/12/2011,5132,47.45,31.79,243513.40,163146.28,80367.12
Australia and Oceania,Palau,Office Supplies,Offline,M,9/14/2011,477796971,10/31/2011,9596,651.21,524.96,6249011.16,5037516.16,1211495.00
Sub-Saharan Africa,South Sudan,Office Supplies,Offline,H,7/14/2017,519469916,7/26/2017,1547,651.21,524.96,1007421.87,812113.12,195308.75
Europe,Iceland,Household,Online,C,10/13/2017,859490334,10/26/2017,1145,668.27,502.54,765169.15,575408.30,189760.85
Sub-Saharan Africa,Uganda,Baby Food,Online,M,9/13/2018,369782054,9/26/2018,5582,255.28,159.42,1424972.96,889882.44,535090.52
Sub-Saharan Africa,Mauritania,Beverages,Online,M,5/7/2017,242581403,6/14/2017,4083,47.45,31.79,193738.35,129798.57,63939.78
Sub-Saharan Africa,Namibia,Cosmetics,Offline,H,8/19/2017,840437209,8/20/2017,2901,437.20,263.33,1268317.20,763920.33,504396.87
Central America and the Caribbean,Cuba,Cereal,Online,C,4/13/2014,346210801,5/15/2014,324,205.70,117.11,66646.80,37943.64,28703.16
Asia,Maldives,Fruits,Online,C,7/22/2019,613076007,9/6/2019,1669,9.33,6.92,15571.77,11549.48,4022.29
Middle East and North Africa,Pakistan,Snacks,Online,H,2/21/2015,414519155,3/16/2015,4284,152.58,97.44,653652.72,417432.96,236219.76
Europe,Croatia,Fruits,Online,M,12/20/2010,394339072,1/19/2011,2549,9.33,6.92,23782.17,17639.08,6143.09
North America,United States of America,Personal Care,Offline,C,6/20/2018,816647088,8/8/2018,2876,81.73,56.67,235055.48,162982.92,72072.56
Europe,Serbia,Baby Food,Online,C,2/20/2013,215867030,4/10/2013,8706,255.28,159.42,2222467.68,1387910.52,834557.16
Central America and the Caribbean,El Salvador,Office Supplies,Online,L,10/11/2014,346735227,10/22/2014,5514,651.21,524.96,3590771.94,2894629.44,696142.50
Sub-Saharan Africa,Ethiopia,Baby Food,Online,H,12/4/2017,334300506,12/11/2017,5803,255.28,159.42,1481389.84,925114.26,556275.58
Sub-Saharan Africa,Burundi,Vegetables,Offline,M,8/24/2018,723924195,9/15/2018,4111,154.06,90.93,633340.66,373813.23,259527.43
North America,Greenland,Office Supplies,Online,H,11/6/2019,331280124,12/4/2019,2005,651.21,524.96,1305676.05,1052544.80,253131.25
Europe,Finland,Beverages,Online,C,4/1/2015,292354619,4/10/2015,3083,47.45,31.79,146288.35,98008.57,48279.78
Europe,Vatican City,Office Supplies,Online,H,2/10/2016,913446509,3/22/2016,7976,651.21,524.96,5194050.96,4187080.96,1006970.00
Europe,Kosovo,Personal Care,Offline,C,10/25/2013,321167123,11/3/2013,9344,81.73,56.67,763685.12,529524.48,234160.64
Central America and the Caribbean,Saint Kitts and Nevis ,Clothes,Online,L,4/14/2017,312440288,5/26/2017,6879,109.28,35.84,751737.12,246543.36,505193.76
Sub-Saharan Africa,Sierra Leone,Office Supplies,Offline,C,7/23/2015,504502332,8/17/2015,2306,651.21,524.96,1501690.26,1210557.76,291132.50
Asia,South Korea,Beverages,Offline,L,3/22/2015,584902083,4/29/2015,4379,47.45,31.79,207783.55,139208.41,68575.14
Asia,Mongolia,Office Supplies,Offline,L,8/31/2013,761500871,9/19/2013,3885,651.21,524.96,2529950.85,2039469.60,490481.25
Middle East and North Africa,Lebanon,Fruits,Offline,L,2/21/2015,412472522,4/11/2015,8640,9.33,6.92,80611.20,59788.80,20822.40
Central America and the Caribbean,Costa Rica,Fruits,Online,L,9/12/2014,336303365,9/29/2014,8494,9.33,6.92,79249.02,58778.48,20470.54
Sub-Saharan Africa,Ethiopia,Household,Offline,M,3/31/2014,501792228,4/6/2014,326,668.27,502.54,217856.02,163828.04,54027.98
Middle East and North Africa,Azerbaijan,Fruits,Online,C,3/12/2017,498050439,3/20/2017,3047,9.33,6.92,28428.51,21085.24,7343.27
Central America and the Caribbean,Nicaragua,Baby Food,Offline,H,5/31/2012,884501826,6/6/2012,2601,255.28,159.42,663983.28,414651.42,249331.86
Sub-Saharan Africa,South Sudan,Personal Care,Offline,H,9/2/2011,940882718,10/16/2011,6960,81.73,56.67,568840.80,394423.20,174417.60
Asia,Bhutan,Snacks,Online,C,3/10/2012,917241942,3/14/2012,1129,152.58,97.44,172262.82,110009.76,62253.06
Asia,India,Fruits,Offline,M,9/14/2012,683940827,10/20/2012,2144,9.33,6.92,20003.52,14836.48,5167.04
Europe,Cyprus,Office Supplies,Offline,C,10/19/2018,181653201,11/10/2018,4074,651.21,524.96,2653029.54,2138687.04,514342.50
Middle East and North Africa,Egypt,Household,Offline,L,3/1/2016,771365392,3/12/2016,3016,668.27,502.54,2015502.32,1515660.64,499841.68
Middle East and North Africa,Somalia,Household,Online,L,9/28/2018,284376227,11/7/2018,2100,668.27,502.54,1403367.00,1055334.00,348033.00
Asia,Philippines,Meat,Online,H,8/1/2020,672297036,8/9/2020,6488,421.89,364.69,2737222.32,2366108.72,371113.60
Sub-Saharan Africa,Cape Verde,Meat,Online,M,11/25/2011,357051646,11/28/2011,8371,421.89,364.69,3531641.19,3052819.99,478821.20
Sub-Saharan Africa,Sierra Leone,Clothes,Offline,C,6/25/2016,980876386,7/23/2016,1975,109.28,35.84,215828.00,70784.00,145044.00
Sub-Saharan Africa,Sao Tome and Principe,Office Supplies,Online,C,7/6/2011,656320083,7/26/2011,8552,651.21,524.96,5569147.92,4489457.92,1079690.00
Sub-Saharan Africa,Guinea-Bissau,Vegetables,Online,M,6/10/2018,716244065,7/14/2018,1390,154.06,90.93,214143.40,126392.70,87750.70
Middle East and North Africa,Afghanistan,Household,Offline,M,2/8/2012,763822162,2/17/2012,806,668.27,502.54,538625.62,405047.24,133578.38
Europe,Iceland,Baby Food,Online,H,8/17/2011,922540700,8/18/2011,9149,255.28,159.42,2335556.72,1458533.58,877023.14
Middle East and North Africa,Tunisia ,Fruits,Offline,L,11/19/2010,486198508,11/22/2010,5798,9.33,6.92,54095.34,40122.16,13973.18
Europe,Portugal,Baby Food,Offline,H,12/19/2015,168906915,1/8/2016,2164,255.28,159.42,552425.92,344984.88,207441.04
Asia,Myanmar,Baby Food,Offline,C,5/31/2018,755089747,7/17/2018,6691,255.28,159.42,1708078.48,1066679.22,641399.26
Asia,Nepal,Personal Care,Offline,H,4/13/2011,849483335,5/24/2011,9851,81.73,56.67,805122.23,558256.17,246866.06
Sub-Saharan Africa,Nigeria,Office Supplies,Online,H,11/9/2015,927136504,12/26/2015,9149,651.21,524.96,5957920.29,4802859.04,1155061.25
Central America and the Caribbean,Belize,Household,Offline,H,2/26/2012,183410584,3/23/2012,4123,668.27,502.54,2755277.21,2071972.42,683304.79
Australia and Oceania,East Timor,Clothes,Offline,C,2/15/2019,583979403,3/11/2019,1338,109.28,35.84,146216.64,47953.92,98262.72
Europe,Monaco,Snacks,Offline,M,6/13/2014,114829289,6/14/2014,9393,152.58,97.44,1433183.94,915253.92,517930.02
Asia,China,Cereal,Offline,H,9/24/2014,432259070,10/3/2014,3920,205.70,117.11,806344.00,459071.20,347272.80
Europe,Spain,Meat,Offline,C,9/13/2016,112880074,9/20/2016,2577,421.89,364.69,1087210.53,939806.13,147404.40
Asia,Kyrgyzstan,Fruits,Online,L,3/29/2013,503616130,5/17/2013,59,9.33,6.92,550.47,408.28,142.19
Sub-Saharan Africa,Mali,Beverages,Online,M,2/15/2020,771703565,3/30/2020,3089,47.45,31.79,146573.05,98199.31,48373.74
Middle East and North Africa,Morocco,Personal Care,Offline,C,3/15/2017,154691207,5/2/2017,5421,81.73,56.67,443058.33,307208.07,135850.26
Sub-Saharan Africa,Angola,Snacks,Online,C,11/28/2017,210440385,12/22/2017,2841,152.58,97.44,433479.78,276827.04,156652.74
Sub-Saharan Africa,Uganda,Meat,Online,C,6/13/2010,767124927,7/11/2010,8168,421.89,364.69,3445997.52,2978787.92,467209.60
Central America and the Caribbean,Guatemala,Baby Food,Offline,L,8/12/2016,373231160,9/6/2016,6249,255.28,159.42,1595244.72,996215.58,599029.14
Sub-Saharan Africa,Mauritania,Baby Food,Online,H,7/28/2011,347557914,8/17/2011,8965,255.28,159.42,2288585.20,1429200.30,859384.90
Europe,Poland,Snacks,Offline,L,10/10/2014,729216516,11/13/2014,227,152.58,97.44,34635.66,22118.88,12516.78
Sub-Saharan Africa,Sierra Leone,Beverages,Online,H,6/11/2020,727630794,7/1/2020,976,47.45,31.79,46311.20,31027.04,15284.16
Middle East and North Africa,Turkey,Office Supplies,Online,C,8/9/2013,972537076,8/10/2013,4188,651.21,524.96,2727267.48,2198532.48,528735.00
Middle East and North Africa,Saudi Arabia,Household,Online,H,3/23/2018,363984191,4/27/2018,9865,668.27,502.54,6592483.55,4957557.10,1634926.45
Europe,Belgium,Household,Online,C,12/28/2016,122333467,2/9/2017,46,668.27,502.54,30740.42,23116.84,7623.58
Europe,Finland,Personal Care,Offline,C,2/20/2010,638258731,3/26/2010,3797,81.73,56.67,310328.81,215175.99,95152.82
Asia,Vietnam,Vegetables,Online,H,2/6/2010,122746312,3/10/2010,2216,154.06,90.93,341396.96,201500.88,139896.08
Sub-Saharan Africa,South Africa,Clothes,Online,C,10/9/2014,457095038,11/28/2014,3434,109.28,35.84,375267.52,123074.56,252192.96
Central America and the Caribbean,Dominican Republic,Household,Online,C,11/10/2012,442916238,11/19/2012,7612,668.27,502.54,5086871.24,3825334.48,1261536.76
Sub-Saharan Africa,Ethiopia,Snacks,Offline,M,8/12/2010,752133738,9/7/2010,1942,152.58,97.44,296310.36,189228.48,107081.88
Sub-Saharan Africa,Cameroon,Beverages,Online,L,10/15/2015,776983869,11/9/2015,5648,47.45,31.79,267997.60,179549.92,88447.68
Asia,Vietnam,Office Supplies,Offline,M,11/26/2010,880015456,12/17/2010,4984,651.21,524.96,3245630.64,2616400.64,629230.00
Sub-Saharan Africa,Equatorial Guinea,Beverages,Offline,M,1/27/2012,144089829,3/9/2012,8237,47.45,31.79,390845.65,261854.23,128991.42
Europe,Serbia,Snacks,Online,L,3/4/2010,422380816,3/8/2010,725,152.58,97.44,110620.50,70644.00,39976.50
Europe,Austria,Office Supplies,Offline,H,12/21/2018,488374745,1/27/2019,9795,651.21,524.96,6378601.95,5141983.20,1236618.75
Europe,Netherlands,Baby Food,Online,L,4/24/2016,985870444,5/2/2016,9828,255.28,159.42,2508891.84,1566779.76,942112.08
Asia,Vietnam,Clothes,Offline,L,8/17/2013,378979241,10/5/2013,7234,109.28,35.84,790531.52,259266.56,531264.96
Australia and Oceania,New Zealand,Clothes,Online,L,7/4/2018,802124965,7/31/2018,5457,109.28,35.84,596340.96,195578.88,400762.08
Europe,Georgia,Cereal,Online,H,8/24/2018,410043942,9/20/2018,9970,205.70,117.11,2050829.00,1167586.70,883242.30
Middle East and North Africa,Jordan,Household,Offline,C,4/20/2019,127785003,5/8/2019,3277,668.27,502.54,2189920.79,1646823.58,543097.21
Middle East and North Africa,Oman,Fruits,Offline,M,7/10/2016,500709474,8/15/2016,9915,9.33,6.92,92506.95,68611.80,23895.15
Central America and the Caribbean,Costa Rica,Beverages,Offline,L,3/23/2013,344491183,3/24/2013,1451,47.45,31.79,68849.95,46127.29,22722.66
Europe,Belarus,Cereal,Offline,H,10/24/2013,795116460,10/25/2013,1485,205.70,117.11,305464.50,173908.35,131556.15
Sub-Saharan Africa,Lesotho,Personal Care,Offline,C,11/12/2018,358884131,11/21/2018,645,81.73,56.67,52715.85,36552.15,16163.70
Europe,Hungary,Snacks,Offline,H,10/3/2019,762405526,10/16/2019,1592,152.58,97.44,242907.36,155124.48,87782.88
Sub-Saharan Africa,Ethiopia,Office Supplies,Online,M,9/17/2014,202604472,10/24/2014,4020,651.21,524.96,2617864.20,2110339.20,507525.00
Europe,Switzerland,Household,Online,M,3/1/2014,996717298,3/21/2014,9652,668.27,502.54,6450142.04,4850516.08,1599625.96
Central America and the Caribbean,Panama,Baby Food,Offline,L,1/2/2014,132292830,2/11/2014,7243,255.28,159.42,1848993.04,1154679.06,694313.98
Asia,Bangladesh,Personal Care,Online,L,8/17/2011,517192399,9/23/2011,7579,81.73,56.67,619431.67,429501.93,189929.74
Sub-Saharan Africa,South Sudan,Personal Care,Online,H,4/10/2011,629589831,5/19/2011,8477,81.73,56.67,692825.21,480391.59,212433.62
Europe,Lithuania,Cereal,Offline,C,9/11/2018,367971456,10/20/2018,9786,205.70,117.11,2012980.20,1146038.46,866941.74
Asia,Vietnam,Cosmetics,Online,L,5/30/2014,601136100,6/15/2014,8385,437.20,263.33,3665922.00,2208022.05,1457899.95
Europe,United Kingdom,Household,Online,C,7/10/2012,918195092,7/25/2012,3187,668.27,502.54,2129776.49,1601594.98,528181.51
Europe,Hungary,Personal Care,Offline,C,8/6/2012,978572261,8/23/2012,133,81.73,56.67,10870.09,7537.11,3332.98
Europe,Latvia,Meat,Online,C,9/16/2015,962003934,10/2/2015,7197,421.89,364.69,3036342.33,2624673.93,411668.40
Sub-Saharan Africa,Democratic Republic of the Congo,Vegetables,Offline,M,1/30/2019,218538939,3/19/2019,9383,154.06,90.93,1445544.98,853196.19,592348.79
Europe,Denmark,Meat,Offline,C,10/1/2010,418538606,10/7/2010,3729,421.89,364.69,1573227.81,1359929.01,213298.80
Central America and the Caribbean,Nicaragua,Household,Offline,M,9/8/2017,602676761,10/6/2017,4301,668.27,502.54,2874229.27,2161424.54,712804.73
Sub-Saharan Africa,Sudan,Cosmetics,Online,H,11/24/2014,331939733,12/4/2014,7198,437.20,263.33,3146965.60,1895449.34,1251516.26
Sub-Saharan Africa,Guinea,Personal Care,Online,H,4/25/2016,137626349,6/5/2016,5550,81.73,56.67,453601.50,314518.50,139083.00
Sub-Saharan Africa,Rwanda,Cereal,Offline,C,12/30/2015,171347939,1/17/2016,4518,205.70,117.11,929352.60,529102.98,400249.62
Asia,Laos,Baby Food,Offline,H,11/3/2014,655028331,12/3/2014,6294,255.28,159.42,1606732.32,1003389.48,603342.84
Europe,Albania,Vegetables,Online,L,4/5/2015,530903851,5/4/2015,5102,154.06,90.93,786014.12,463924.86,322089.26
Sub-Saharan Africa,Cape Verde,Fruits,Offline,C,10/24/2015,611523330,10/28/2015,2198,9.33,6.92,20507.34,15210.16,5297.18
Europe,Portugal,Clothes,Online,L,7/26/2016,429748094,8/2/2016,866,109.28,35.84,94636.48,31037.44,63599.04
Asia,Mongolia,Snacks,Online,L,10/2/2013,488751971,11/3/2013,1424,152.58,97.44,217273.92,138754.56,78519.36
Australia and Oceania,Papua New Guinea,Cereal,Offline,L,10/15/2015,912021291,11/14/2015,6222,205.70,117.11,1279865.40,728658.42,551206.98
Sub-Saharan Africa,Zambia,Personal Care,Offline,L,7/24/2016,993354880,9/8/2016,4638,81.73,56.67,379063.74,262835.46,116228.28
Central America and the Caribbean,Dominican Republic,Clothes,Online,M,6/17/2011,546864068,7/21/2011,8085,109.28,35.84,883528.80,289766.40,593762.40
Asia,Nepal,Vegetables,Offline,M,6/2/2013,356972682,7/12/2013,5004,154.06,90.93,770916.24,455013.72,315902.52
Europe,Ireland,Snacks,Online,H,6/27/2015,828417050,7/17/2015,5869,152.58,97.44,895492.02,571875.36,323616.66
